OBJECTID_1,FID_TL_201,ALAND10,AWATER10,CNTY2010,CT10,CT2010,GEODESC,ACRES,SQ_MILES,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,CNTY20101,CT101,AREA,ACRES_1,SQMILES,PSQM,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
53,54,1055503,0,24510,130700,24510130700,1307.00,260.81055,0.40752,5192,2895,4247,450,13,216,2,5,92,167,81.8,8.7,0.3,4.2,0,0.1,1.8,3.2,1552,29.9,45.3,257,8.9,48.3,26.5,51.7,34.5,24510,130700,0,260.81055,0.40752,12740.61,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130700.pdf,6179.80564114457,1766812.96933346
54,55,873526,3815,24510,130600,24510130600,1306.00,215.84499,0.33726,3586,1990,3145,124,9,126,0,2,70,110,87.7,3.5,0.3,3.5,0,0.1,2,3.1,311,8.7,33.4,254,12.8,61,20.3,39,45.1,24510,130600,0,215.84499,0.33726,10632.83,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130600.pdf,6378.06280312381,1461786.2099161
55,56,453874,0,24510,100100,24510100100,1001.00,112.14793,0.17523,2126,1113,34,2041,6,3,0,1,20,21,1.6,96,0.3,0.1,0,0,0.9,1,256,12,41.5,243,21.8,43.3,16.8,56.7,81.1,24510,100100,0,112.14793,0.17523,12132.57,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510100100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510100100.pdf,4011.32822122905,759011.786524019
56,57,314982,0,24510,110100,24510110100,1101.00,77.83004,0.12161,3223,2488,1881,740,9,346,0,10,82,155,58.4,23,0.3,10.7,0,0.3,2.5,4.8,152,4.7,30,328,13.2,15.1,19.3,84.9,39.2,24510,110100,0,77.83004,0.12161,26502.92,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510110100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510110100.pdf,3951.29109193499,526707.801743766
57,58,2319872,2012,24510,270501,24510270501,2705.01,573.7328,0.89646,4420,1900,2746,1370,13,43,1,9,60,178,62.1,31,0.3,1,0,0.2,1.4,4,587,13.3,39.9,117,6.2,83.1,23.2,16.9,40.4,24510,270501,0,573.7328,0.89646,4930.53,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270501.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270501.pdf,8032.96988056547,3889770.15968359
58,59,517867,0,24510,270302,24510270302,2703.02,127.96345,0.19994,1764,786,731,911,4,26,0,9,43,40,41.4,51.6,0.2,1.5,0,0.5,2.4,2.3,160,9.1,39.3,79,10.1,70.7,16.2,29.3,44.2,24510,270302,0,127.96345,0.19994,8822.53,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270302.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270302.pdf,4016.53161204311,867065.109057345
59,60,1457256,0,24510,270401,24510270401,2704.01,360.08263,0.56263,5412,2255,1503,3585,26,49,1,14,114,120,27.8,66.2,0.5,0.9,0,0.3,2.1,2.2,565,10.4,36.3,197,8.7,71.7,15.4,28.3,55.7,24510,270401,0,360.08263,0.56263,9619.14,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270401.pdf,7241.98610322029,2439966.5824437
60,61,1044412,9368,24510,120700,24510120700,1207.00,258.06823,0.40323,2476,1262,1408,635,8,218,0,12,82,113,56.9,25.6,0.3,8.8,0,0.5,3.3,4.6,184,7.4,31.4,180,14.3,48.5,24,51.5,62.4,24510,120700,0,258.06823,0.40323,6140.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120700.pdf,8025.92667038052,1747325.58925072
61,62,3600687,933,24510,271200,24510271200,2712.00,889.95247,1.39055,6103,2469,4965,631,14,207,0,15,116,155,81.4,10.3,0.2,3.4,0,0.2,1.9,2.5,838,13.7,42.2,129,5.2,83.8,21.8,16.2,11.9,24510,271200,0,889.95247,1.39055,4388.92,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271200.pdf,11050.1638702642,6033307.77276704
62,63,724848,0,24510,110200,24510110200,1102.00,179.10659,0.27985,5072,4143,2876,1326,16,422,2,13,177,240,56.7,26.1,0.3,8.3,0,0.3,3.5,4.7,815,16.1,31.9,552,13.3,9.2,21.6,90.8,54.7,24510,110200,0,179.10659,0.27985,18123.76,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510110200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510110200.pdf,5013.37397434313,1212127.75247218
63,64,955654,0,24510,271002,24510271002,2710.02,236.13889,0.36897,4132,1803,112,3883,21,8,0,5,55,48,2.7,94,0.5,0.2,0,0.1,1.3,1.2,600,14.5,38,276,15.3,61.1,25.8,38.9,65.3,24510,271002,0,236.13889,0.36897,11198.85,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271002.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271002.pdf,5085.01361080505,1600296.94755518
64,65,850859,0,24510,280404,24510280404,2804.04,210.24089,0.3285,2267,880,112,2100,9,7,0,1,19,19,4.9,92.6,0.4,0.3,0,0,0.8,0.8,317,14,35.7,60,6.8,48.7,18.8,51.3,74.1,24510,280404,0,210.24089,0.3285,6901.05,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510280404.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510280404.pdf,5378.48810106098,1422285.35002123
65,66,721346,0,24510,270804,24510270804,2708.04,178.24261,0.2785,2804,1550,1265,1145,5,101,3,15,61,209,45.1,40.8,0.2,3.6,0.1,0.5,2.2,7.5,293,10.4,34.4,152,9.8,41,18.6,59,47.2,24510,270804,0,178.24261,0.2785,10068.09,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270804.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270804.pdf,4734.60669839948,1208556.21036696
66,67,890682,0,24510,260203,24510260203,2602.03,220.0825,0.34388,2830,1078,196,2503,6,47,0,0,49,29,6.9,88.4,0.2,1.7,0,0,1.7,1,258,9.1,31,88,8.2,59,19,41,66,24510,260203,0,220.0825,0.34388,8229.65,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260203.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260203.pdf,7232.18674650183,1490319.58636705
67,68,1636154,0,24510,260101,24510260101,2601.01,404.28777,0.6317,4763,2070,1562,2909,15,60,0,8,74,135,32.8,61.1,0.3,1.3,0,0.2,1.6,2.8,481,10.1,36.6,168,8.1,59.5,19.5,40.5,52,24510,260101,0,404.28777,0.6317,7539.99,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260101.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260101.pdf,7724.65618576546,2739328.4655852
68,69,1451520,0,24510,260102,24510260102,2601.02,358.66397,0.56041,4911,1956,673,4003,8,29,0,3,92,103,13.7,81.5,0.2,0.6,0,0.1,1.9,2.1,494,10.1,38.8,161,8.2,83.5,16.3,16.5,52.8,24510,260102,0,358.66397,0.56041,8763.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260102.pdf,7056.3296870318,2429587.01878818
69,70,844892,0,24510,090800,24510090800,0908.00,208.76727,0.3262,3073,1586,38,2954,13,21,0,0,34,13,1.2,96.1,0.4,0.7,0,0,1.1,0.4,385,12.5,37,553,34.9,50,51.6,50,79.4,24510,090800,0,208.76727,0.3262,9420.65,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510090800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510090800.pdf,4893.09895143149,1413415.15164418
70,71,794474,0,24510,090300,24510090300,0903.00,196.31052,0.30674,4203,2111,807,3122,9,89,1,8,81,86,19.2,74.3,0.2,2.1,0,0.2,1.9,2,703,16.7,39.7,208,9.9,57.9,19.7,42.1,60.1,24510,090300,0,196.31052,0.30674,13702.39,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510090300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510090300.pdf,5098.85982067891,1329666.56923868
71,72,808074,0,24510,270801,24510270801,2708.01,199.67383,0.31199,4051,1743,483,3369,7,48,1,2,55,86,11.9,83.2,0.2,1.2,0,0,1.4,2.1,346,8.5,35.9,115,6.6,74.2,11.5,25.8,55.3,24510,270801,0,199.67383,0.31199,12984.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270801.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270801.pdf,5284.23780542974,1353889.38678402
72,73,276041,0,24510,120400,24510120400,1204.00,68.20828,0.10658,1313,955,151,1070,5,4,0,0,23,60,11.5,81.5,0.4,0.3,0,0,1.8,4.6,77,5.9,32,411,43,27.6,27.9,72.4,81.4,24510,120400,0,68.20828,0.10658,12319.93,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120400.pdf,2742.80703693191,461768.642438695
73,74,1738861,288605,24510,090200,24510090200,0902.00,446.08952,0.69701,3243,1279,480,2592,8,30,0,5,76,52,14.8,79.9,0.2,0.9,0,0.2,2.3,1.6,519,16,42.2,87,6.8,82.7,22,17.3,60.3,24510,090200,0,446.08952,0.69701,4652.71,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510090200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510090200.pdf,10944.4989234627,3021799.36447965
74,75,503750,0,24510,271001,24510271001,2710.01,124.47504,0.19449,2298,1051,64,2155,3,7,0,3,33,33,2.8,93.8,0.1,0.3,0,0.1,1.4,1.4,243,10.6,33.3,175,16.7,45.6,27.6,54.4,73.7,24510,271001,0,124.47504,0.19449,11815.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271001.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271001.pdf,3922.87919743279,843383.950289699
75,76,350258,0,24510,130200,24510130200,1302.00,86.54714,0.13523,2775,1573,300,2346,13,11,0,5,40,60,10.8,84.5,0.5,0.4,0,0.2,1.4,2.2,158,5.7,30.8,412,26.2,25.5,21,74.5,84.4,24510,130200,0,86.54714,0.13523,20520.64,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130200.pdf,3926.16657629516,585896.459442122
76,77,572493,0,24510,140100,24510140100,1401.00,141.45923,0.22103,4974,2883,2707,1571,8,361,2,18,144,163,54.4,31.6,0.2,7.3,0,0.4,2.9,3.3,840,16.9,33,287,10,26.8,19.6,73.2,45.7,24510,140100,0,141.45923,0.22103,22503.76,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510140100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510140100.pdf,4243.56870080617,957510.828636885
77,78,1554746,0,24510,270600,24510270600,2706.00,384.17245,0.60027,4605,1986,1731,2584,2,61,1,7,110,109,37.6,56.1,0,1.3,0,0.2,2.4,2.4,479,10.4,39,146,7.4,80.5,17.8,19.5,50.9,24510,270600,0,384.17245,0.60027,7671.57,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270600.pdf,6791.37045910379,2604090.71436011
78,79,388117,0,24510,270701,24510270701,2707.01,95.90308,0.14985,2583,1239,50,2412,10,7,0,6,39,59,1.9,93.4,0.4,0.3,0,0.2,1.5,2.3,107,4.1,27.7,90,7.3,0.4,0,99.6,82.9,24510,270701,0,95.90308,0.14985,17237.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270701.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270701.pdf,3621.21536034996,650285.314351976
79,80,302797,0,24510,130100,24510130100,1301.00,74.81841,0.1169,2613,1784,164,2338,14,8,0,0,51,38,6.3,89.5,0.5,0.3,0,0,2,1.5,297,11.4,42.9,379,21.2,16.2,28.2,83.8,83.3,24510,130100,0,74.81841,0.1169,22351.75,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130100.pdf,3396.01085087192,506538.530594081
80,81,2188621,2110,24510,270803,24510270803,2708.03,541.32418,0.84582,6268,3051,489,5459,4,121,0,8,76,111,7.8,87.1,0.1,1.9,0,0.1,1.2,1.8,1021,16.3,39.2,145,4.8,39.5,12.8,60.5,66.2,24510,270803,0,541.32418,0.84582,7410.58,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270803.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270803.pdf,8647.38765190074,3669792.51068216
81,82,2415430,0,24510,280200,24510280200,2802.00,596.83903,0.93256,4828,2038,150,4509,6,21,0,1,64,77,3.1,93.4,0.1,0.4,0,0,1.3,1.6,817,16.9,41.8,208,10.2,63,25.6,37,59.6,24510,280200,0,596.83903,0.93256,5177.15,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510280200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510280200.pdf,8600.52480137328,4042125.19312233
82,83,956018,12640,24510,280302,24510280302,2803.02,239.35023,0.37398,2282,1101,91,2132,3,5,0,4,27,20,4,93.4,0.1,0.2,0,0.2,1.2,0.9,289,12.7,36.6,120,10.9,36.1,29.1,63.9,74.8,24510,280302,0,239.35023,0.37398,6101.86,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510280302.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510280302.pdf,7272.22169225396,1620585.23536102
83,84,739549,0,24510,130804,24510130804,1308.04,182.73895,0.28553,1955,999,1651,126,7,66,0,0,46,59,84.5,6.4,0.4,3.4,0,0,2.4,3,190,9.7,34.1,101,10.1,60.8,24.4,39.2,49.5,24510,130804,0,182.73895,0.28553,6846.94,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130804.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130804.pdf,4886.8996921172,1237743.54642552
84,85,1011953,0,24510,271101,24510271101,2711.01,250.04975,0.3907,2046,997,1135,703,1,107,0,1,38,61,55.5,34.4,0,5.2,0,0,1.9,3,312,15.2,40,64,6.4,51.1,22.2,48.9,42.1,24510,271101,0,250.04975,0.3907,5236.73,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271101.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271101.pdf,5251.69590246662,1694541.35470054
85,86,1228613,29218,24510,271102,24510271102,2711.02,310.80571,0.48563,4525,555,3695,382,6,140,0,3,101,198,81.7,8.4,0.1,3.1,0,0.1,2.2,4.4,186,4.1,20.5,60,10.8,92.4,25.5,7.6,12.6,24510,271102,0,310.80571,0.48563,9317.73,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510271102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510271102.pdf,8253.32439446426,2105993.64154284
86,87,1090415,0,24510,150800,24510150800,1508.00,269.43484,0.42099,4223,2458,59,4018,8,3,0,7,58,70,1.4,95.1,0.2,0.1,0,0.2,1.4,1.7,569,13.5,40.5,769,31.3,40.6,25,59.4,71.8,24510,150800,0,269.43484,0.42099,10031.09,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510150800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510150800.pdf,6580.50980761104,1824329.162637
87,88,1139979,0,24510,270301,24510270301,2703.01,281.68531,0.44013,3148,1301,1033,1922,9,35,1,5,70,73,32.8,61.1,0.3,1.1,0,0.2,2.2,2.3,491,15.6,41,111,8.5,76,23.4,24,48.3,24510,270301,0,281.68531,0.44013,7152.39,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510270301.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510270301.pdf,6189.65747376993,1908876.92501868
88,89,280191,0,24510,170100,24510170100,1701.00,69.23339,0.10818,1602,965,309,1180,6,30,0,1,34,42,19.3,73.7,0.4,1.9,0,0.1,2.1,2.6,129,8.1,32.7,118,12.2,12.3,13.5,87.7,86.1,24510,170100,0,69.23339,0.10818,14809.06,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510170100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510170100.pdf,3193.81135304724,468488.046804057
89,90,741596,0,24510,090500,24510090500,0905.00,183.24439,0.28632,1964,835,209,1608,7,27,0,2,41,70,10.6,81.9,0.4,1.4,0,0.1,2.1,3.6,165,8.4,35.2,122,14.6,50.8,23.5,49.2,75.2,24510,090500,0,183.24439,0.28632,6859.48,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510090500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510090500.pdf,6103.35989385671,1240945.68073486
90,91,494009,0,24510,170200,24510170200,1702.00,122.06637,0.19073,3145,1780,187,2849,10,21,1,0,45,32,5.9,90.6,0.3,0.7,0,0,1.4,1,341,10.8,32,204,11.5,3.6,29.8,96.4,89.4,24510,170200,0,122.06637,0.19073,16489.42,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510170200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510170200.pdf,3851.011146069,826092.309531331
91,92,399548,0,24510,090600,24510090600,0906.00,98.72698,0.15426,3402,1372,54,3222,7,17,0,4,41,57,1.6,94.7,0.2,0.5,0,0.1,1.2,1.7,453,13.3,35.9,295,21.5,57.8,29.6,42.2,71.2,24510,090600,0,98.72698,0.15426,22053.58,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510090600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510090600.pdf,3604.58709195975,668597.42075618
92,93,403798,0,24510,120300,24510120300,1203.00,99.77569,0.1559,3552,1986,1163,2071,14,104,5,8,72,115,32.7,58.3,0.4,2.9,0.1,0.2,2,3.2,297,8.4,35.6,381,19.2,35.2,22.7,64.8,67.3,24510,120300,0,99.77569,0.1559,22783.94,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120300.pdf,3415.46635047265,675594.4653261
93,94,526831,0,24510,120500,24510120500,1205.00,130.17615,0.2034,1751,1171,453,1187,4,44,0,0,36,27,25.9,67.8,0.2,2.5,0,0,2.1,1.5,108,6.2,32.5,380,32.5,21.8,27.3,78.2,75.8,24510,120500,0,130.17615,0.2034,8608.66,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120500.pdf,4456.19342504832,881160.165292888
94,95,358310,0,24510,130300,24510130300,1303.00,88.5362,0.13834,2269,1378,46,2161,3,3,0,4,33,19,2,95.2,0.1,0.1,0,0.2,1.5,0.8,251,11.1,36.5,460,33.4,40.1,21.3,59.9,69.3,24510,130300,0,88.5362,0.13834,16401.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510130300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510130300.pdf,3746.6267555116,599362.634543652
95,96,503809,0,24510,120600,24510120600,1206.00,124.48851,0.19451,3269,2037,1031,1738,17,213,2,4,79,185,31.5,53.2,0.5,6.5,0.1,0.1,2.4,5.7,501,15.3,44.2,331,16.2,11.2,27.4,88.8,69.9,24510,120600,0,124.48851,0.19451,16806.08,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510120600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510120600.pdf,4475.97163614721,842860.951751748
96,97,304894,0,24510,100200,24510100200,1002.00,75.33715,0.11771,2767,1235,18,2681,0,21,0,3,29,15,0.7,96.9,0,0.8,0,0.1,1,0.5,361,13,29,46,3.7,14.3,18.8,85.7,87.7,24510,100200,0,75.33715,0.11771,23506.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510100200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510100200.pdf,3036.32146115222,509830.212384222
97,98,815576,0,24510,150400,24510150400,1504.00,201.52452,0.31488,3724,1637,42,3545,13,13,2,4,54,51,1.1,95.2,0.3,0.3,0.1,0.1,1.5,1.4,477,12.8,29.6,418,25.5,41.2,35.3,58.8,80,24510,150400,0,201.52452,0.31488,11826.67,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510150400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510150400.pdf,5212.04425745324,1364262.43343985
98,99,310026,0,24510,261000,24510261000,2610.00,76.60473,0.11969,3253,1370,894,1270,44,41,0,4,56,944,27.5,39,1.4,1.3,0,0.1,1.7,29,184,5.7,30.2,282,20.6,44,19.4,56,69.4,24510,261000,0,76.60473,0.11969,27177.48,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510261000.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510261000.pdf,4027.93599265285,518316.954185995
99,100,1834491,0,24510,280403,24510280403,2804.03,453.28866,0.70826,5073,2255,1273,3551,12,52,8,11,92,74,25.1,70,0.2,1,0.2,0.2,1.8,1.5,507,10,35.9,121,5.4,46.9,16.4,53.1,55.7,24510,280403,0,453.28866,0.70826,7162.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510280403.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510280403.pdf,7509.10703425844,3066353.17391889
100,101,373743,558487,24510,010400,24510010400,0104.00,92.34865,0.14429,2870,1915,2404,113,5,143,2,4,51,148,83.8,3.9,0.2,5,0.1,0.1,1.8,5.2,291,10.1,33.6,236,12.3,47.6,17.8,52.4,29.6,24510,010400,0,92.34865,0.14429,19889.87,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510010400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510010400.pdf,5611.591988139,624628.586246949
101,102,1006232,30815,24510,250303,24510250303,2503.03,256.24574,0.40038,2324,1059,1676,351,16,85,0,3,74,119,72.1,15.1,0.7,3.7,0,0.1,3.2,5.1,270,11.6,36.8,97,9.2,59,28.2,41,50.5,24510,250303,0,256.24574,0.40038,5804.44,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510250303.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510250303.pdf,5807.49098960521,1732508.7604403
102,103,1217388,0,24510,260303,24510260303,2603.03,300.80917,0.47001,778,386,210,492,12,2,0,0,19,43,27,63.2,1.5,0.3,0,0,2.4,5.5,74,9.5,28.9,59,15.3,32.7,50.5,67.3,85.9,24510,260303,0,300.80917,0.47001,1655.27,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510260303.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510260303.pdf,7208.15648810186,2036398.45537028
103,104,1204828,0,24510,200701,24510200701,2007.01,297.70413,0.46516,4619,2046,22,4517,10,6,0,0,34,30,0.5,97.8,0.2,0.1,0,0,0.7,0.6,859,18.6,43.5,253,12.4,59.7,32.5,40.3,79,24510,200701,0,297.70413,0.46516,9929.87,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510200701.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510200701.pdf,6269.46335141115,2014100.88344722
104,105,1934473,0,24510,272003,24510272003,2720.03,478.00193,0.74688,5817,2235,3870,1590,1,123,3,18,79,133,66.5,27.3,0,2.1,0.1,0.3,1.4,2.3,821,14.1,33.8,123,5.5,57.9,28.8,42.1,17.1,24510,272003,0,478.00193,0.74688,7788.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510272003.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510272003.pdf,8964.14019093024,3240562.5719995
105,106,311144,0,24510,070200,24510070200,0702.00,76.88159,0.12013,3782,1583,86,3447,20,34,0,3,58,134,2.3,91.1,0.5,0.9,0,0.1,1.5,3.5,241,6.4,27.2,472,29.8,33.8,32.3,66.2,80.2,24510,070200,0,76.88159,0.12013,31483.27,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24510070200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24510070200.pdf,3201.01450615171,520278.881996671
